id,date,target
AS14.27,2014-04-09,7.0
AS14.27,2014-04-10,7.4
AS14.27,2014-04-11,5.8
AS14.27,2014-04-12,7.0
AS14.27,2014-04-13,8.75
AS14.27,2014-04-14,7.6
AS14.27,2014-04-15,7.2
AS14.27,2014-04-16,7.8
AS14.27,2014-04-17,7.6
AS14.27,2014-04-18,8.6
AS14.27,2014-04-19,7.5
AS14.27,2014-04-20,7.2
AS14.27,2014-04-21,6.8
AS14.27,2014-04-22,7.8
AS14.27,2014-04-23,8.0
AS14.27,2014-04-24,7.6
AS14.27,2014-04-25,7.6
AS14.27,2014-04-26,9.333333333333334
AS14.27,2014-04-27,8.0
AS14.27,2014-04-28,7.8
AS14.27,2014-04-29,7.2
AS14.27,2014-04-30,6.6
AS14.27,2014-05-01,7.6
AS14.27,2014-05-02,7.2
AS14.27,2014-05-03,6.4
AS14.27,2014-05-04,7.4
AS14.27,2014-05-05,7.666666666666667
AS14.27,2014-05-06,7.733333333333333
AS14.27,2014-05-07,7.8
AS14.27,2014-05-08,7.0
AS14.27,2014-05-09,6.4
AS14.27,2014-05-10,6.6
AS14.27,2014-05-11,7.0
AS14.27,2014-05-12,7.8
AS14.27,2014-05-13,6.8
AS14.27,2014-05-14,7.5
AS14.27,2014-05-15,7.0
AS14.28,2014-04-05,7.6
AS14.28,2014-04-06,7.2
AS14.28,2014-04-07,8.0
AS14.28,2014-04-08,7.8
AS14.28,2014-04-09,7.0
AS14.28,2014-04-10,7.0
AS14.28,2014-04-11,7.4
AS14.28,2014-04-12,7.8
AS14.28,2014-04-13,7.2
AS14.28,2014-04-14,6.8
AS14.28,2014-04-15,6.8
AS14.28,2014-04-16,6.2
AS14.28,2014-04-17,7.8
AS14.28,2014-04-18,5.8
AS14.28,2014-04-19,6.75
AS14.28,2014-04-20,7.8
AS14.28,2014-04-21,8.0
AS14.28,2014-04-22,7.25
AS14.28,2014-04-23,7.0
AS14.28,2014-04-24,8.0
AS14.28,2014-04-25,7.0
AS14.28,2014-04-26,8.0
AS14.28,2014-04-27,7.25
AS14.28,2014-04-28,7.5
AS14.28,2014-04-29,7.0
AS14.28,2014-04-30,6.2
AS14.28,2014-05-01,6.4
AS14.28,2014-05-02,6.8
AS14.28,2014-05-03,7.4
AS14.28,2014-05-04,6.8
AS14.28,2014-05-05,7.0
AS14.28,2014-05-06,6.666666666666666
AS14.28,2014-05-07,6.333333333333333
AS14.28,2014-05-08,6.5
AS14.29,2014-04-07,7.2
AS14.29,2014-04-08,7.8
AS14.29,2014-04-09,7.6
AS14.29,2014-04-10,8.6
AS14.29,2014-04-11,7.2
AS14.29,2014-04-12,8.25
AS14.29,2014-04-13,8.2
AS14.29,2014-04-14,8.0
AS14.29,2014-04-15,8.25
AS14.29,2014-04-16,7.8
AS14.29,2014-04-17,7.6
AS14.29,2014-04-18,8.0
AS14.29,2014-04-19,7.0
AS14.29,2014-04-20,7.5
AS14.29,2014-04-21,7.2
AS14.29,2014-04-22,6.4
AS14.29,2014-04-23,7.6
AS14.29,2014-04-24,7.8
AS14.29,2014-04-25,7.5
AS14.29,2014-04-26,6.0
AS14.29,2014-04-27,6.5
AS14.29,2014-04-28,7.0
AS14.29,2014-04-29,7.6
AS14.29,2014-04-30,7.8
AS14.29,2014-05-01,7.6
AS14.29,2014-05-02,7.8
AS14.29,2014-05-03,8.0
AS14.29,2014-05-04,8.0
AS14.29,2014-05-05,7.333333333333333
AS14.29,2014-05-06,7.566666666666666
AS14.29,2014-05-07,7.8
AS14.29,2014-05-08,7.8
AS14.29,2014-05-09,7.4
AS14.29,2014-05-10,7.0
AS14.29,2014-05-11,7.0
AS14.29,2014-05-12,7.6
AS14.29,2014-05-13,8.2
AS14.29,2014-05-14,7.6
AS14.29,2014-05-15,6.0
AS14.30,2014-03-25,8.0
AS14.30,2014-03-26,6.8
AS14.30,2014-03-27,7.75
AS14.30,2014-03-28,7.8
AS14.30,2014-03-29,8.4
AS14.30,2014-03-30,7.6
AS14.30,2014-03-31,7.6
AS14.30,2014-04-01,7.8
AS14.30,2014-04-02,7.6
AS14.30,2014-04-03,8.0
AS14.30,2014-04-04,7.8
AS14.30,2014-04-05,8.0
AS14.30,2014-04-06,8.0
AS14.30,2014-04-07,7.6
AS14.30,2014-04-08,7.8
AS14.30,2014-04-09,7.75
AS14.30,2014-04-10,8.2
AS14.30,2014-04-11,7.666666666666667
AS14.30,2014-04-12,7.8
AS14.30,2014-04-13,7.2
AS14.30,2014-04-14,7.75
AS14.30,2014-04-15,7.6
AS14.30,2014-04-16,8.4
AS14.30,2014-04-17,7.6
AS14.30,2014-04-18,7.4
AS14.30,2014-04-19,7.8
AS14.30,2014-04-20,7.75
AS14.30,2014-04-21,7.8
AS14.30,2014-04-22,8.0
AS14.30,2014-04-23,7.6
AS14.30,2014-04-24,8.2
AS14.30,2014-04-25,7.5
AS14.30,2014-04-26,7.8
AS14.30,2014-04-27,7.8
AS14.30,2014-04-28,8.0
AS14.30,2014-04-29,8.0
AS14.30,2014-04-30,7.8
AS14.30,2014-05-01,8.2
AS14.30,2014-05-02,8.0
AS14.30,2014-05-03,7.8
AS14.30,2014-05-04,7.8
AS14.30,2014-05-05,8.0
AS14.31,2014-04-07,6.6
AS14.31,2014-04-08,7.0
AS14.31,2014-04-09,7.0
AS14.31,2014-04-10,7.2
AS14.31,2014-04-11,7.8
AS14.31,2014-04-12,7.0
AS14.31,2014-04-13,6.8
AS14.31,2014-04-14,6.2
AS14.31,2014-04-15,7.0
AS14.31,2014-04-16,6.75
AS14.31,2014-04-17,7.0
AS14.31,2014-04-18,6.8
AS14.31,2014-04-19,7.8
AS14.31,2014-04-20,8.0
AS14.31,2014-04-21,6.4
AS14.31,2014-04-22,7.0
AS14.31,2014-04-23,7.0
AS14.31,2014-04-24,6.5
AS14.31,2014-04-25,7.0
AS14.31,2014-04-26,7.0
AS14.31,2014-04-27,7.4
AS14.31,2014-04-28,6.8
AS14.31,2014-04-29,7.0
AS14.31,2014-04-30,7.0
AS14.31,2014-05-01,7.0
AS14.31,2014-05-02,7.0
AS14.31,2014-05-03,7.4
AS14.31,2014-05-04,7.2
AS14.31,2014-05-05,7.0
AS14.31,2014-05-06,6.875
AS14.31,2014-05-07,6.75
AS14.31,2014-05-08,7.0
AS14.32,2014-04-07,7.0
AS14.32,2014-04-08,7.8
AS14.32,2014-04-09,7.333333333333333
AS14.32,2014-04-10,8.25
AS14.32,2014-04-11,7.666666666666667
AS14.32,2014-04-12,8.6
AS14.32,2014-04-13,8.0
AS14.32,2014-04-14,7.5
AS14.32,2014-04-15,8.0
AS14.32,2014-04-16,8.5
AS14.32,2014-04-17,8.5
AS14.32,2014-04-18,7.0
AS14.32,2014-04-19,7.0
AS14.32,2014-04-20,7.0
AS14.32,2014-04-21,7.0
AS14.32,2014-04-22,7.0
AS14.32,2014-04-23,7.0
AS14.32,2014-04-24,8.0
AS14.32,2014-04-25,8.0
AS14.32,2014-04-26,7.5
AS14.32,2014-04-27,7.0
AS14.32,2014-04-28,7.5
AS14.32,2014-04-29,8.0
AS14.32,2014-04-30,7.0
AS14.32,2014-05-01,7.0
AS14.32,2014-05-02,7.25
AS14.32,2014-05-03,7.5
AS14.32,2014-05-04,8.666666666666666
AS14.32,2014-05-05,7.0
AS14.32,2014-05-06,6.5
AS14.32,2014-05-07,6.0
AS14.32,2014-05-08,6.0
AS14.32,2014-05-09,7.75
AS14.32,2014-05-10,7.25
AS14.32,2014-05-11,7.2
AS14.32,2014-05-12,7.2
AS14.32,2014-05-13,7.2
AS14.32,2014-05-14,7.2
AS14.33,2014-04-21,7.2
AS14.33,2014-04-22,6.2
AS14.33,2014-04-23,5.2
AS14.33,2014-04-24,7.0
AS14.33,2014-04-25,8.4
AS14.33,2014-04-26,7.6
AS14.33,2014-04-27,6.2
AS14.33,2014-04-28,6.75
AS14.33,2014-04-29,6.2
AS14.33,2014-04-30,6.4
AS14.33,2014-05-01,7.0
AS14.33,2014-05-02,7.444444444444445
AS14.33,2014-05-03,7.888888888888889
AS14.33,2014-05-04,8.333333333333334
AS14.33,2014-05-05,7.25
AS14.33,2014-05-06,6.125
AS14.33,2014-05-07,5.0
AS14.33,2014-05-08,6.6
AS14.33,2014-05-09,4.8
AS14.33,2014-05-10,7.6
AS14.33,2014-05-11,6.0
AS14.33,2014-05-12,6.0
AS14.33,2014-05-13,5.0
AS14.33,2014-05-14,6.833333333333333
AS14.33,2014-05-15,6.0
AS14.33,2014-05-16,7.0
AS14.33,2014-05-17,6.0
AS14.33,2014-05-18,6.0
AS14.33,2014-05-19,6.2
AS14.33,2014-05-20,6.25
AS14.33,2014-05-21,6.0
AS14.33,2014-05-22,5.75
AS14.33,2014-05-23,5.833333333333333
AS14.33,2014-05-24,6.4
AS14.33,2014-05-25,6.25
AS14.33,2014-05-26,5.4
AS14.33,2014-05-27,6.2
AS14.33,2014-05-28,8.2
AS14.33,2014-05-29,7.0
AS14.33,2014-05-30,6.8
AS14.33,2014-05-31,7.0
